"","gender","age","income","religion","marital","education","ideol","imp_rel","empl_status","exp1_trt","exp1_dv_willing","exp1_dv2","exp2_trt","re_id","ccode","idyear","Religious_Denom","exp2_dv","job_worry","exp1_dv","strong_leader_good","exp1_comply"
"5208",1,55,6,6e+07,1,4,7,3,1,3,1,3,NA,1205,750,"1205_2012","Hindu",1,3,3,0,1
"5209",1,57,4,6e+07,1,1,5,2,7,4,1,-1,NA,1206,750,"1206_2012","Hindu",1,3,2,0,1
"5210",1,32,5,5e+07,1,8,4,1,3,3,1,3,NA,1207,750,"1207_2012","Islam; nfd",1,2,3,0,1
"5211",1,73,4,5e+07,1,1,4,1,5,3,-1,4,NA,1208,750,"1208_2012","Islam; nfd",1,2,3,0,1
"5212",1,42,2,5e+07,1,3,2,1,1,4,1,4,NA,1209,750,"1209_2012","Islam; nfd",1,2,4,0,1
"5213",2,42,4,5e+07,1,1,4,1,5,3,1,4,NA,1210,750,"1210_2012","Islam; nfd",1,2,2,0,1
"5214",2,38,4,6e+07,1,7,7,2,5,3,1,3,NA,1211,750,"1211_2012","Hindu",1,2,2,0,1
"5215",1,31,6,5e+07,1,7,3,2,1,3,1,3,NA,1212,750,"1212_2012","Islam; nfd",1,2,2,0,1
"5216",1,32,5,5e+07,1,5,4,1,1,3,1,3,NA,1213,750,"1213_2012","Islam; nfd",1,2,3,0,1
"5217",2,43,3,5e+07,1,3,3,2,5,4,1,3,NA,1214,750,"1214_2012","Islam; nfd",1,2,3,0,1
"5218",2,42,2,6e+07,6,1,5,2,1,3,1,4,NA,1215,750,"1215_2012","Hindu",2,3,3,0,1
"5219",1,31,4,6e+07,1,3,5,1,1,2,1,3,NA,1216,750,"1216_2012","Hindu",2,1,2,1,1
"5220",1,52,4,6e+07,1,1,6,1,1,2,2,2,NA,1217,750,"1217_2012","Hindu",1,1,2,1,1
"5221",1,60,6,6e+07,1,7,6,2,4,1,1,1,NA,1218,750,"1218_2012","Hindu",1,3,1,1,1
"5222",2,35,3,6e+07,5,2,4,1,1,2,1,3,NA,1219,750,"1219_2012","Hindu",2,2,2,1,1
"5223",2,46,4,6e+07,1,1,5,2,1,1,1,2,NA,1220,750,"1220_2012","Hindu",1,2,2,1,1
"5224",2,31,2,6e+07,1,3,5,2,1,2,1,2,NA,1221,750,"1221_2012","Hindu",2,4,3,1,1
"5225",1,55,2,6e+07,1,1,4,2,1,4,1,3,NA,1222,750,"1222_2012","Hindu",2,1,2,0,1
"5226",1,35,4,6e+07,6,1,7,1,1,3,1,2,NA,1223,750,"1223_2012","Hindu",2,1,2,0,1
"5227",1,21,3,6e+07,6,2,6,2,1,2,1,3,NA,1224,750,"1224_2012","Hindu",2,1,1,1,1
"5228",1,66,3,6e+07,1,2,7,2,1,1,1,2,NA,1225,750,"1225_2012","Hindu",1,3,1,1,1
"5229",1,35,5,6e+07,1,7,4,2,1,2,1,1,NA,1226,750,"1226_2012","Hindu",1,2,2,1,1
"5230",2,66,4,6e+07,5,1,4,1,2,2,2,3,NA,1227,750,"1227_2012","Hindu",3,1,2,1,1
"5231",2,38,5,6e+07,1,5,6,1,1,2,1,3,NA,1228,750,"1228_2012","Hindu",2,2,2,1,1
"5232",1,28,7,6e+07,1,9,8,2,1,1,1,1,NA,1229,750,"1229_2012","Hindu",1,1,1,1,1
"5233",1,52,4,5e+07,1,1,1,1,3,4,1,4,NA,1230,750,"1230_2012","Islam; nfd",1,4,1,0,1
"5234",1,27,5,5e+07,1,7,2,1,3,2,1,-1,NA,1231,750,"1231_2012","Islam; nfd",1,4,1,1,1
"5235",2,30,4,5e+07,1,7,3,3,5,4,1,-1,NA,1232,750,"1232_2012","Islam; nfd",1,3,4,0,1
"5236",1,24,6,5e+07,6,9,2,1,3,3,1,4,NA,1233,750,"1233_2012","Islam; nfd",1,3,1,0,1
"5237",2,25,4,5e+07,6,2,2,2,5,3,1,3,NA,1234,750,"1234_2012","Islam; nfd",1,2,1,0,1
"5238",1,25,4,5e+07,6,5,2,2,1,3,1,4,NA,1235,750,"1235_2012","Islam; nfd",1,3,2,0,1
"5239",1,25,4,5e+07,6,9,3,2,1,4,1,3,NA,1236,750,"1236_2012","Islam; nfd",1,3,1,0,1
"5240",1,44,4,5e+07,1,3,5,2,1,4,1,4,NA,1237,750,"1237_2012","Islam; nfd",2,2,1,0,1
"5241",2,25,4,5e+07,1,7,5,2,5,4,1,3,NA,1238,750,"1238_2012","Islam; nfd",1,3,2,0,1
"5242",1,29,5,5e+07,6,8,4,2,3,2,1,4,NA,1239,750,"1239_2012","Islam; nfd",1,4,1,1,1
"5243",1,27,4,5e+07,6,7,3,2,3,3,1,4,NA,1240,750,"1240_2012","Islam; nfd",1,2,1,0,1
"5244",2,32,1,5e+07,1,6,3,2,5,4,1,-1,NA,1241,750,"1241_2012","Islam; nfd",1,2,1,0,1
"5245",2,27,1,5e+07,1,7,2,2,5,1,1,4,NA,1242,750,"1242_2012","Islam; nfd",1,1,1,1,1
"5246",1,28,5,5e+07,6,8,2,1,1,3,1,4,NA,1243,750,"1243_2012","Islam; nfd",1,2,4,0,1
"5247",2,24,4,5e+07,1,5,3,2,5,4,1,-1,NA,1244,750,"1244_2012","Islam; nfd",1,2,1,0,1
"5248",1,47,7,6e+07,1,5,6,2,2,3,1,4,NA,1245,750,"1245_2012","Hindu",2,2,3,0,1
"5249",1,32,7,6e+07,1,5,7,3,3,4,1,3,NA,1246,750,"1246_2012","Hindu",1,2,3,0,1
"5250",2,52,4,6e+07,1,2,3,1,2,-1,-1,-1,NA,1247,750,"1247_2012","Hindu",3,3,3,NA,0
"5251",2,32,7,5e+07,1,3,6,2,2,3,2,4,NA,1248,750,"1248_2012","Islam; nfd",4,2,4,0,1
"5252",1,33,7,5e+07,1,5,7,2,2,4,2,-1,NA,1249,750,"1249_2012","Islam; nfd",3,2,2,0,1
"5253",2,42,7,6e+07,1,2,7,2,2,-1,-1,-1,NA,1250,750,"1250_2012","Hindu",2,-1,-1,NA,0
"5254",2,62,6,6e+07,1,1,5,-1,2,-1,-1,-1,NA,1251,750,"1251_2012","Hindu",4,2,4,NA,0
"5255",2,47,6,6e+07,1,1,6,2,8,-1,-1,-1,NA,1252,750,"1252_2012","Hindu",2,1,-1,NA,0
"5256",2,33,6,6e+07,1,3,7,1,2,-1,2,-1,NA,1253,750,"1253_2012","Hindu",4,-1,4,NA,0
"5257",1,67,4,8e+07,1,2,7,3,1,4,2,4,NA,1254,750,"1254_2012","Other Christian; nfd",3,3,3,0,1
"5258",2,32,7,6e+07,1,7,9,2,5,4,1,4,NA,1255,750,"1255_2012","Hindu",4,3,3,0,1
"5259",2,52,7,6e+07,5,1,7,2,5,-1,-1,-1,NA,1256,750,"1256_2012","Hindu",4,2,2,NA,0
"5260",1,47,7,6e+07,1,5,9,1,1,-1,2,4,NA,1257,750,"1257_2012","Hindu",3,2,4,NA,0
"5261",1,52,8,6e+07,1,7,8,2,3,4,1,4,NA,1258,750,"1258_2012","Hindu",2,1,3,0,1
"5262",2,32,8,6e+07,1,9,8,2,5,4,1,3,NA,1259,750,"1259_2012","Hindu",2,3,3,0,1
"5263",1,47,5,6e+07,1,7,3,2,3,3,1,2,NA,1260,750,"1260_2012","Hindu",1,3,3,0,1
"5264",1,34,5,6e+07,1,9,8,2,2,3,1,1,NA,1261,750,"1261_2012","Hindu",2,4,2,0,1
"5265",1,59,4,6e+07,1,5,4,2,1,3,1,2,NA,1262,750,"1262_2012","Hindu",1,2,1,0,1
"5266",1,44,4,6e+07,1,7,1,2,1,3,1,2,NA,1263,750,"1263_2012","Hindu",2,3,1,0,1
"5267",1,68,2,6e+07,1,3,2,2,4,3,1,-1,NA,1264,750,"1264_2012","Hindu",1,3,2,0,1
"5268",2,44,4,5e+07,1,3,8,1,5,3,1,2,NA,1265,750,"1265_2012","Islam; nfd",1,3,1,0,1
"5269",2,67,4,8e+07,3,3,5,1,7,3,1,-1,NA,1266,750,"1266_2012","Other Christian; nfd",2,3,2,0,1
"5270",1,55,5,6e+07,1,9,8,2,1,3,1,2,NA,1267,750,"1267_2012","Hindu",1,3,1,0,1
"5271",1,58,4,8e+07,1,5,8,2,1,3,1,1,NA,1268,750,"1268_2012","Other Christian; nfd",1,3,2,0,1
"5272",1,40,3,6e+07,1,5,3,2,1,3,1,2,NA,1269,750,"1269_2012","Hindu",1,1,1,0,1
"5273",1,37,4,6e+07,1,7,8,3,1,3,1,2,NA,1270,750,"1270_2012","Hindu",1,4,1,0,1
"5274",1,57,4,8e+07,1,9,8,1,1,3,1,1,NA,1271,750,"1271_2012","Other Christian; nfd",1,4,1,0,1
"5275",1,46,2,6e+07,1,2,1,3,4,2,1,4,NA,1272,750,"1272_2012","Hindu",4,4,3,1,1
"5276",2,46,1,6e+07,1,2,3,3,7,4,1,-1,NA,1273,750,"1273_2012","Hindu",1,1,2,0,1
"5277",2,23,5,6e+07,6,9,5,2,5,2,2,3,NA,1274,750,"1274_2012","Hindu",2,3,2,1,1
"5278",2,70,3,5e+07,1,2,4,1,4,4,1,-1,NA,1275,750,"1275_2012","Islam; nfd",1,4,4,0,1
"5279",2,40,5,6e+07,1,9,7,1,1,3,1,2,NA,1276,750,"1276_2012","Hindu",2,2,2,0,1
"5280",1,44,5,6e+07,1,9,8,2,1,3,1,2,NA,1277,750,"1277_2012","Hindu",2,3,1,0,1
"5281",2,23,5,5e+07,6,8,5,2,1,4,1,2,NA,1278,750,"1278_2012","Islam; nfd",2,3,1,0,1
"5282",2,47,1,6e+07,1,2,1,3,7,2,1,-1,NA,1279,750,"1279_2012","Hindu",2,3,1,1,1
"5283",1,22,7,5e+07,6,9,9,2,6,4,1,4,NA,1280,750,"1280_2012","Islam; nfd",1,4,1,0,1
"5284",2,42,2,6e+07,1,4,8,2,7,4,1,-1,NA,1281,750,"1281_2012","Hindu",1,-1,2,0,1
"5285",1,51,3,6e+07,1,2,2,2,1,3,1,-1,NA,1282,750,"1282_2012","Hindu",1,3,2,0,1
"5286",2,58,3,6e+07,1,2,9,1,7,4,1,-1,NA,1283,750,"1283_2012","Hindu",1,3,1,0,1
"5287",2,67,3,6e+07,1,2,2,2,3,3,1,1,NA,1284,750,"1284_2012","Hindu",1,4,1,0,1
"5288",1,32,3,6e+07,1,4,5,2,1,4,1,-1,NA,1285,750,"1285_2012","Hindu",2,3,1,0,1
"5289",2,38,2,6e+07,1,4,2,2,7,3,1,-1,NA,1286,750,"1286_2012","Hindu",2,3,2,0,1
"5290",1,56,5,6e+07,1,7,5,2,2,1,1,4,NA,1287,750,"1287_2012","Hindu",2,3,3,1,1
"5291",2,33,6,6e+07,1,9,3,2,1,3,1,2,NA,1288,750,"1288_2012","Hindu",1,1,1,0,1
"5292",2,38,4,5e+07,1,4,8,1,5,3,1,2,NA,1289,750,"1289_2012","Islam; nfd",2,4,1,0,1
"5293",2,41,4,5e+07,1,3,2,1,7,4,1,-1,NA,1290,750,"1290_2012","Islam; nfd",2,4,1,0,1
"5294",2,46,3,6e+07,1,3,8,3,2,3,1,-1,NA,1291,750,"1291_2012","Hindu",1,3,1,0,1
"5295",1,42,4,6e+07,1,5,7,1,1,3,1,1,NA,1292,750,"1292_2012","Hindu",1,4,1,0,1
"5296",2,25,4,5e+07,1,9,8,1,5,3,1,2,NA,1293,750,"1293_2012","Islam; nfd",1,4,1,0,1
"5297",1,52,3,6e+07,1,7,8,2,1,3,1,-1,NA,1294,750,"1294_2012","Hindu",2,3,2,0,1
"5298",1,35,3,5e+07,1,5,8,1,1,3,1,1,NA,1295,750,"1295_2012","Islam; nfd",1,3,1,0,1
"5299",2,42,5,5e+07,1,4,8,1,5,3,1,2,NA,1296,750,"1296_2012","Islam; nfd",2,4,1,0,1
"5300",1,25,5,6e+07,6,9,3,2,2,1,1,1,NA,1297,750,"1297_2012","Hindu",1,3,1,1,1
"5301",2,37,3,6e+07,1,5,8,2,1,3,1,1,NA,1298,750,"1298_2012","Hindu",1,4,1,0,1
"5302",2,42,5,5e+07,1,5,4,1,5,3,1,1,NA,1299,750,"1299_2012","Islam; nfd",1,4,1,0,1
"5303",2,70,1,6e+07,1,1,2,2,7,3,1,-1,NA,1300,750,"1300_2012","Hindu",2,3,2,0,1
"5304",2,82,1,6e+07,1,2,5,2,7,3,1,-1,NA,1301,750,"1301_2012","Hindu",2,3,2,0,1
"5305",2,56,3,6e+07,1,4,3,2,3,3,1,-1,NA,1302,750,"1302_2012","Hindu",1,4,1,0,1
"5306",1,53,4,5e+07,1,3,8,1,3,3,1,-1,NA,1303,750,"1303_2012","Islam; nfd",2,4,1,0,1
"5307",1,58,2,6e+07,1,5,3,2,1,3,1,-1,NA,1304,750,"1304_2012","Hindu",1,4,1,0,1
"5308",1,52,6,6e+07,1,3,8,1,1,4,1,3,NA,1305,750,"1305_2012","Hindu",2,3,1,0,1
"5309",2,54,2,5e+07,1,1,5,1,7,1,1,-1,NA,1306,750,"1306_2012","Islam; nfd",2,4,2,1,1
"5310",1,60,3,6e+07,1,3,3,2,3,4,1,3,NA,1307,750,"1307_2012","Hindu",2,3,1,0,1
"5311",2,24,6,6e+07,6,9,5,3,1,4,1,2,NA,1308,750,"1308_2012","Hindu",2,3,-1,0,1
"5312",1,37,4,6e+07,1,7,2,3,1,3,1,3,NA,1309,750,"1309_2012","Hindu",2,3,1,0,1
"5313",1,47,6,5e+07,1,2,10,1,3,2,1,-1,NA,1310,750,"1310_2012","Islam; nfd",3,2,3,1,1
"5314",1,33,3,6e+07,6,9,1,3,3,4,1,4,NA,1311,750,"1311_2012","Hindu",2,3,1,0,1
"5315",1,78,2,5e+07,1,1,4,1,7,3,1,-1,NA,1312,750,"1312_2012","Islam; nfd",1,4,1,0,1
"5316",2,44,2,5e+07,1,3,2,1,7,4,1,-1,NA,1313,750,"1313_2012","Islam; nfd",4,4,1,0,1
"5317",2,68,2,6e+07,1,1,8,2,5,4,1,-1,NA,1314,750,"1314_2012","Hindu",2,3,3,0,1
"5318",1,40,3,6e+07,1,4,8,3,1,3,1,3,NA,1315,750,"1315_2012","Hindu",3,2,2,0,1
"5319",1,69,2,6e+07,1,2,3,2,7,4,1,-1,NA,1316,750,"1316_2012","Hindu",2,4,2,0,1
"5320",2,74,2,8e+07,1,2,7,1,7,3,1,-1,NA,1317,750,"1317_2012","Other Christian; nfd",1,4,1,0,1
"5321",1,61,3,6e+07,1,3,5,2,3,3,1,-1,NA,1318,750,"1318_2012","Hindu",3,3,1,0,1
"5322",1,44,2,6e+07,1,4,3,2,1,3,1,4,NA,1319,750,"1319_2012","Hindu",2,2,1,0,1
"5323",1,73,2,8e+07,1,1,8,1,7,2,1,-1,NA,1320,750,"1320_2012","Other Christian; nfd",2,4,2,1,1
"5324",1,66,2,6e+07,1,3,2,1,2,4,1,4,NA,1321,750,"1321_2012","Hindu",2,3,1,0,1
"5325",1,44,3,5e+07,1,4,5,2,1,4,1,-1,NA,1322,750,"1322_2012","Islam; nfd",2,3,2,0,1
"5326",1,66,4,6e+07,1,3,8,2,1,2,1,2,NA,1323,750,"1323_2012","Hindu",1,4,3,1,1
"5327",2,48,4,6e+07,1,9,5,2,1,1,1,2,NA,1324,750,"1324_2012","Hindu",3,4,4,1,1
"5328",2,78,4,6e+07,1,7,5,1,7,1,2,3,NA,1325,750,"1325_2012","Hindu",3,4,4,1,1
"5329",1,40,2,6e+07,1,7,7,1,1,3,1,2,NA,1326,750,"1326_2012","Hindu",1,2,1,0,1
"5330",1,25,3,6e+07,1,9,4,1,1,1,1,2,NA,1327,750,"1327_2012","Hindu",2,1,1,1,1
"5331",2,42,3,6e+07,1,3,1,2,7,4,1,3,NA,1328,750,"1328_2012","Hindu",3,4,1,0,1
"5332",1,39,3,6e+07,1,6,1,3,1,4,1,3,NA,1329,750,"1329_2012","Hindu",2,3,1,0,1
"5333",2,45,3,6e+07,1,7,6,2,7,3,1,-1,NA,1330,750,"1330_2012","Hindu",2,4,2,0,1
"5334",2,47,3,6e+07,1,5,2,1,5,3,1,3,NA,1331,750,"1331_2012","Hindu",1,3,1,0,1
"5335",2,39,8,6e+07,1,9,1,2,2,4,1,4,NA,1332,750,"1332_2012","Hindu",2,4,1,0,1
"5336",1,59,2,6e+07,1,5,3,2,3,1,1,3,NA,1333,750,"1333_2012","Hindu",3,4,1,1,1
"5337",1,43,2,6e+07,1,6,6,2,3,4,1,3,NA,1334,750,"1334_2012","Hindu",2,3,2,0,1
"5338",1,38,5,5e+07,1,5,10,1,1,4,1,2,NA,1335,750,"1335_2012","Islam; nfd",2,1,1,0,1
"5339",2,68,3,5e+07,1,2,3,1,7,4,1,-1,NA,1336,750,"1336_2012","Islam; nfd",2,4,1,0,1
"5340",1,36,4,6e+07,6,7,6,2,1,4,1,-1,NA,1337,750,"1337_2012","Hindu",2,3,2,0,1
"5341",1,50,6,6e+07,1,4,2,1,1,2,1,2,NA,1338,750,"1338_2012","Hindu",1,3,2,1,1
"5342",1,59,1,6e+07,1,4,10,3,3,4,1,2,NA,1339,750,"1339_2012","Hindu",2,3,4,0,1
"5343",1,30,4,6e+07,1,7,2,1,1,3,1,3,NA,1340,750,"1340_2012","Hindu",1,1,1,0,1
"5344",2,49,2,8e+07,1,2,9,2,4,1,1,1,NA,1341,750,"1341_2012","Other Christian; nfd",1,3,2,1,1
"5345",1,64,3,6e+07,1,3,4,2,4,3,1,2,NA,1342,750,"1342_2012","Hindu",3,4,3,0,1
"5346",2,39,3,6e+07,1,5,1,3,7,4,1,3,NA,1343,750,"1343_2012","Hindu",1,4,2,0,1
"5347",2,22,5,6e+07,6,9,5,-1,1,-1,-1,3,NA,1344,750,"1344_2012","Hindu",3,1,3,NA,0
"5348",1,30,4,5e+07,1,9,7,1,1,4,1,3,NA,1345,750,"1345_2012","Islam; nfd",1,2,2,0,1
"5349",1,42,6,8e+07,1,9,10,1,3,4,1,1,NA,1346,750,"1346_2012","Other Christian; nfd",1,1,1,0,1
"5350",2,35,1,6e+07,1,5,1,2,1,4,1,3,NA,1347,750,"1347_2012","Hindu",2,3,1,0,1
"5351",1,65,3,6e+07,1,2,5,2,4,3,1,-1,NA,1348,750,"1348_2012","Hindu",2,3,2,0,1
"5352",2,55,4,5e+07,1,4,9,1,5,4,1,3,NA,1349,750,"1349_2012","Islam; nfd",2,3,1,0,1
"5353",2,51,6,5e+07,1,9,5,2,1,4,1,1,NA,1350,750,"1350_2012","Islam; nfd",1,1,1,0,1
"5354",1,58,2,6e+07,1,3,8,2,3,3,1,2,NA,1351,750,"1351_2012","Hindu",1,4,2,0,1
"5355",1,59,6,6e+07,1,7,6,3,3,4,1,1,NA,1352,750,"1352_2012","Hindu",1,1,3,0,1
"5356",2,36,2,6e+07,1,4,4,2,5,4,1,1,NA,1353,750,"1353_2012","Hindu",1,1,1,0,1
"5357",1,38,4,6e+07,1,7,3,3,3,4,1,3,NA,1354,750,"1354_2012","Hindu",1,1,2,0,1
"5358",1,33,5,6e+07,1,5,5,2,1,4,1,2,NA,1355,750,"1355_2012","Hindu",1,1,1,0,1
"5359",1,58,6,6e+07,1,5,10,3,1,3,1,3,NA,1356,750,"1356_2012","Hindu",2,1,1,0,1
"5360",2,32,5,5e+07,1,9,2,1,1,4,2,2,NA,1357,750,"1357_2012","Islam; nfd",1,1,2,0,1
"5361",2,76,4,6e+07,1,3,9,1,3,4,1,1,NA,1358,750,"1358_2012","Hindu",1,1,1,0,1
"5362",2,38,6,6e+07,1,9,2,2,5,4,1,1,NA,1359,750,"1359_2012","Hindu",1,1,1,0,1
"5363",2,52,3,6e+07,1,4,10,1,5,4,1,1,NA,1360,750,"1360_2012","Hindu",1,1,1,0,1
"5364",2,80,2,6e+07,1,3,10,2,3,4,1,1,NA,1361,750,"1361_2012","Hindu",1,1,1,0,1
"5365",1,39,3,6e+07,1,6,10,3,2,4,1,1,NA,1362,750,"1362_2012","Hindu",1,1,1,0,1
"5366",2,58,6,6e+07,1,5,8,1,3,4,1,1,NA,1363,750,"1363_2012","Hindu",1,1,1,0,1
"5367",2,36,3,6e+07,1,7,4,2,5,4,1,1,NA,1364,750,"1364_2012","Hindu",1,1,2,0,1
"5368",2,29,4,6e+07,1,4,10,2,3,4,1,1,NA,1365,750,"1365_2012","Hindu",1,1,1,0,1
"5369",2,58,5,6e+07,1,4,8,3,3,4,1,1,NA,1366,750,"1366_2012","Hindu",1,1,1,0,1
"5370",1,28,5,6e+07,6,6,8,3,3,4,1,1,NA,1367,750,"1367_2012","Hindu",1,1,1,0,1
"5371",2,48,5,6e+07,1,5,5,2,5,4,1,1,NA,1368,750,"1368_2012","Hindu",1,3,2,0,1
"5372",2,48,2,6e+07,1,2,2,3,5,4,1,2,NA,1369,750,"1369_2012","Hindu",2,1,1,0,1
"5373",2,40,5,5e+07,1,3,9,1,5,4,1,1,NA,1370,750,"1370_2012","Islam; nfd",2,1,1,0,1
"5374",2,25,2,6e+07,1,6,5,3,5,4,1,2,NA,1371,750,"1371_2012","Hindu",2,1,2,0,1
"5375",1,40,4,6e+07,1,5,4,2,1,4,1,1,NA,1372,750,"1372_2012","Hindu",1,1,1,0,1
"5376",1,57,3,6e+07,1,3,6,2,1,4,1,2,NA,1373,750,"1373_2012","Hindu",1,1,1,0,1
"5377",1,39,4,6e+07,1,5,7,2,1,4,1,1,NA,1374,750,"1374_2012","Hindu",1,1,1,0,1
"5378",2,50,4,6e+07,1,4,7,1,1,4,1,1,NA,1375,750,"1375_2012","Hindu",1,1,1,0,1
"5379",2,33,6,6e+07,1,7,5,3,3,4,1,1,NA,1376,750,"1376_2012","Hindu",1,1,1,0,1
"5380",2,34,5,6e+07,1,7,6,2,5,4,1,1,NA,1377,750,"1377_2012","Hindu",1,1,1,0,1
"5381",1,29,3,6e+07,1,5,5,2,1,4,1,1,NA,1378,750,"1378_2012","Hindu",1,1,1,0,1
"5382",1,48,5,6e+07,1,7,4,1,1,4,1,1,NA,1379,750,"1379_2012","Hindu",1,1,1,0,1
"5383",2,22,5,6e+07,6,8,5,2,6,4,1,2,NA,1380,750,"1380_2012","Hindu",1,1,1,0,1
"5384",2,61,4,6e+07,1,2,7,2,5,4,1,1,NA,1381,750,"1381_2012","Hindu",1,1,2,0,1
"5385",1,47,5,6e+07,1,4,7,2,1,4,1,1,NA,1382,750,"1382_2012","Hindu",1,1,1,0,1
"5386",2,45,4,6e+07,1,5,7,1,8,4,1,1,NA,1383,750,"1383_2012","Hindu",1,1,1,0,1
"5387",2,46,6,6e+07,1,3,3,1,5,4,1,1,NA,1384,750,"1384_2012","Hindu",1,1,2,0,1
"5388",1,24,5,6e+07,6,7,3,1,1,4,1,1,NA,1385,750,"1385_2012","Hindu",1,1,1,0,1
"5389",1,54,5,5e+07,1,3,7,1,3,4,1,1,NA,1386,750,"1386_2012","Islam; nfd",1,1,1,0,1
"5390",2,66,5,6e+07,1,2,7,1,5,4,1,1,NA,1387,750,"1387_2012","Hindu",1,1,1,0,1
"5391",2,36,5,6e+07,1,5,7,1,5,4,1,2,NA,1388,750,"1388_2012","Hindu",2,1,1,0,1
"5392",1,40,6,6e+07,1,5,7,1,1,4,1,1,NA,1389,750,"1389_2012","Hindu",1,1,1,0,1
"5393",1,36,6,6e+07,1,5,8,2,1,4,1,1,NA,1390,750,"1390_2012","Hindu",1,1,1,0,1
"5394",1,32,4,6e+07,1,7,4,3,7,3,1,3,NA,1391,750,"1391_2012","Hindu",1,1,2,0,1
"5395",2,47,5,6e+07,1,5,8,1,5,4,1,1,NA,1392,750,"1392_2012","Hindu",1,1,2,0,1
"5396",1,22,5,5e+07,6,9,7,2,6,4,1,1,NA,1393,750,"1393_2012","Islam; nfd",1,1,1,0,1
"5397",2,65,5,6e+07,1,1,7,1,5,4,1,1,NA,1394,750,"1394_2012","Hindu",1,1,1,0,1
"5398",2,64,4,6e+07,1,1,4,2,5,4,1,1,NA,1395,750,"1395_2012","Hindu",1,1,1,0,1
"5399",2,53,4,6e+07,1,2,7,3,3,4,1,1,NA,1396,750,"1396_2012","Hindu",1,1,1,0,1
"5400",2,31,5,6e+07,1,9,7,3,5,4,1,2,NA,1397,750,"1397_2012","Hindu",1,1,2,0,1
"5401",2,73,6,6e+07,1,2,3,3,1,4,1,2,NA,1398,750,"1398_2012","Hindu",1,1,2,0,1
"5402",2,58,5,8e+07,1,5,9,2,4,4,1,2,NA,1399,750,"1399_2012","Other Christian; nfd",1,1,1,0,1
"5403",2,35,6,6e+07,1,4,2,2,5,4,1,1,NA,1400,750,"1400_2012","Hindu",1,1,1,0,1
"5404",2,42,4,6e+07,1,5,10,1,5,4,1,1,NA,1401,750,"1401_2012","Hindu",1,1,1,0,1
"5405",1,30,4,8e+07,1,7,7,2,7,4,1,2,NA,1402,750,"1402_2012","Other Christian; nfd",1,1,1,0,1
"5406",1,50,4,6e+07,1,4,8,2,8,4,1,2,NA,1403,750,"1403_2012","Hindu",1,1,1,0,1
"5407",2,66,4,6e+07,1,2,2,1,5,4,1,1,NA,1404,750,"1404_2012","Hindu",1,1,1,0,1
"5408",1,34,5,6e+07,1,7,8,2,3,4,1,3,NA,1405,750,"1405_2012","Hindu",1,1,1,0,1
"5409",2,43,4,6e+07,1,4,1,3,5,4,1,2,NA,1406,750,"1406_2012","Hindu",1,1,2,0,1
"5410",1,30,6,5e+07,1,9,9,1,3,4,1,1,NA,1407,750,"1407_2012","Islam; nfd",1,1,1,0,1
"5411",2,60,5,6e+07,1,3,3,2,5,3,1,1,NA,1408,750,"1408_2012","Hindu",1,1,1,0,1
"5412",2,77,4,6e+07,1,1,10,2,5,4,1,1,NA,1409,750,"1409_2012","Hindu",1,1,1,0,1
"5413",1,24,5,6e+07,6,9,4,2,7,4,1,2,NA,1410,750,"1410_2012","Hindu",1,1,1,0,1
"5414",2,37,3,6e+07,1,5,9,3,8,3,1,1,NA,1411,750,"1411_2012","Hindu",1,1,1,0,1
"5415",1,35,5,8e+07,1,7,8,2,3,4,1,1,NA,1412,750,"1412_2012","Other Christian; nfd",1,1,1,0,1
"5416",1,35,5,6e+07,1,7,7,2,3,4,1,2,NA,1413,750,"1413_2012","Hindu",1,1,1,0,1
"5417",2,29,4,6e+07,1,9,7,2,8,4,1,1,NA,1414,750,"1414_2012","Hindu",1,1,2,0,1
"5418",2,22,5,8e+07,6,9,7,1,7,4,1,2,NA,1415,750,"1415_2012","Other Christian; nfd",1,1,1,0,1
"5419",1,49,4,8e+07,1,4,8,1,3,3,1,1,NA,1416,750,"1416_2012","Other Christian; nfd",1,1,1,0,1
"5420",2,87,3,6e+07,1,1,8,1,5,4,1,1,NA,1417,750,"1417_2012","Hindu",1,1,1,0,1
"5421",1,36,5,6e+07,1,9,7,2,1,4,1,1,NA,1418,750,"1418_2012","Hindu",1,1,1,0,1
"5422",1,38,5,8e+07,1,5,8,3,3,4,1,1,NA,1419,750,"1419_2012","Other Christian; nfd",1,1,1,0,1
"5423",2,31,5,8e+07,1,9,8,2,1,4,1,1,NA,1420,750,"1420_2012","Other Christian; nfd",1,1,1,0,1
"5424",2,61,2,8e+07,5,2,8,1,3,4,1,1,NA,1421,750,"1421_2012","Other Christian; nfd",1,1,1,0,1
"5425",2,74,4,6e+07,1,2,10,1,5,4,1,1,NA,1422,750,"1422_2012","Hindu",1,1,1,0,1
"5426",2,46,4,6e+07,1,5,7,3,5,4,1,1,NA,1423,750,"1423_2012","Hindu",1,1,2,0,1
"5427",1,61,3,6e+07,1,1,7,1,3,4,1,1,NA,1424,750,"1424_2012","Hindu",1,1,1,0,1
"5428",2,22,5,6e+07,6,8,7,2,6,4,1,1,NA,1425,750,"1425_2012","Hindu",1,1,1,0,1
"5429",1,46,6,5e+07,1,5,3,1,1,4,1,1,NA,1426,750,"1426_2012","Islam; nfd",1,1,1,0,1
