l,age,gender,income,education,empl_status,marital_stat,religion,job_worry,exp1_trt,exp1trt1_nc,exp1trt2_nc,exp1_dv1,exp1_dv2,ideol_lr,imp_rel,exp2_trt,exp2_dv,conf_un,leader_type,courts_confidence,Region,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Exp3,Q18_1,Q18_2,Q19_1,Q19_2,Q19_3,Q19_4,Q20,Exp4,,Q21_1,Q21_2,Q22,Q23,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q27_1,Q27_2,Q28,Q29,Q30,Q31_1,Q31_2,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q34,Q35,Q36
1395,18,1,2,3,6,6,1,3,2,,1,1,1,1,1,3,4,4,1,3,Telangana,Neither agree nor disagree,Unchecked,Checked,Unchecked,Unchecked,Checked,Experiment 3 - Treatment 6,Strongly support,Strongly support,Independence,Obedience,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 2,,7,7,7,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,7,7,India can’t be too careful,Very superior,The judicial system should be free from any political interference from governments and parliament,1= Disapprove strongly,1= Disapprove strongly,1,1,1,1,1,Rarely,Under no circumstances should basic rights and freedoms be restricted,Basic rights and freedoms can be limited when it comes to economic development
1396,25,1,4,4,1,6,6,4,1,1,,1,5,7,1,1,1,3,1,2,Telangana,Strongly agree,Unchecked,Checked,Unchecked,Unchecked,Checked,Experiment 3 - Treatment 5,Support somewhat,Support somewhat,Respect for Elders,Obedience,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 2,,5,5,4,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,3,3,India can trust other nations,Not so superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,4,4,5,2,1,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1397,46,2,7,5,7,1,6,1,1,1,,1,7,10,1,3,1,1,1,1,Andhra Pradesh,Strongly agree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 5,Strongly support,Strongly support,Independence,Self-Reliance,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 1,,7,7,7,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,7,7,India can trust other nations,Vastly superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,4=Approve Strongly,7,7,7,7,7,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1398,40,2,8,7,1,1,6,2,1,1,,1,5,8,1,2,1,1,1,3,Tamil Nadu,Strongly disagree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 6,Support somewhat,Indifferent,Independence,Self-Reliance,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 2,,6,7,5,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,4,6,India can’t be too careful,Vastly superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,2,5,4,2,4,Frequently,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1399,35,2,8,6,8,1,6,2,2,,1,1,7,8,1,2,2,2,2,4,Madhya Pradesh,Strongly agree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 4,Strongly support,Support somewhat,Respect for Elders,Self-Reliance,To be considerate,To have curiosity,Strongly agree,Experiment 4 - Treatment 2,,7,6,6,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,6,7,India can trust other nations,Vastly superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,3=Approve Somewhat,6,7,7,7,6,Sometimes,Under no circumstances should basic rights and freedoms be restricted,Basic rights and freedoms can be limited when it comes to economic development
1400,33,1,9,8,6,6,6,1,2,,0,1,7,9,1,1,1,1,1,1,Odisha,Strongly agree,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 3,Strongly support,Strongly support,Independence,Obedience,To be considerate,To have good manners,Strongly agree,Experiment 4 - Treatment 1,,7,7,7,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,7,7,India can trust other nations,Very superior,The judicial system should be directly supervised by the duly elected government in office,4=Approve Strongly,4=Approve Strongly,7,7,7,7,7,Sometimes,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1401,46,2,6,4,3,1,6,2,1,1,,2,5,6,2,3,2,2,1,2,Uttar Pradesh,Neither agree nor disagree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 2,Strongly  oppose,Strongly  oppose,Independence,Self-Reliance,To be considerate,To have curiosity,Neither agree nor disagree,Experiment 4 - Treatment 1,,5,5,5,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,5,4,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,1,4,1,1,2,Frequently,Basic rights and freedoms can be restricted when it comes to security,Under no circumstances should basic rights and freedoms be restricted
1402,37,1,10,8,3,1,6,2,2,,0,1,5,7,2,3,1,3,2,2,West Bengal,Neither agree nor disagree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 6,Somewhat oppose,Somewhat oppose,Respect for Elders,Self-Reliance,To be well-behaved,To have curiosity,Agree,Experiment 4 - Treatment 2,,5,4,5,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,6,4,India can’t be too careful,Not so superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,4=Approve Strongly,1,4,1,1,1,Sometimes,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1405,23,1,4,4,2,6,6,2,2,,0,1,6,10,1,2,1,3,2,2,Tamil Nadu,Disagree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 2,Strongly  oppose,Strongly  oppose,Respect for Elders,Obedience,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 2,,5,7,6,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,1,7,India can trust other nations,Vastly superior,The judicial system should be free from any political interference from governments and parliament,2=Disapprove Somewhat,4=Approve Strongly,1,3,1,1,1,Frequently,Basic rights and freedoms can be restricted when it comes to security,Under no circumstances should basic rights and freedoms be restricted
1406,29,1,7,4,3,1,6,4,1,1,,1,6,9,1,3,4,1,1,4,Odisha,Agree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 1,Strongly support,Support somewhat,Respect for Elders,Obedience,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 1,,6,7,6,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,6,6,India can trust other nations,Very superior,The judicial system should be directly supervised by the duly elected government in office,4=Approve Strongly,3=Approve Somewhat,6,5,7,6,6,Frequently,Under no circumstances should basic rights and freedoms be restricted,Basic rights and freedoms can be limited when it comes to economic development
1407,24,1,5,4,3,6,6,4,2,,1,2,5,6,3,4,1,1,1,4,Bihar,Agree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 4,Support somewhat,Support somewhat,Independence,Obedience,To be considerate,To have curiosity,Agree,Experiment 4 - Treatment 2,,5,6,5,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,4,4,India can trust other nations,Very superior,The judicial system should be directly supervised by the duly elected government in office,3=Approve Somewhat,2=Disapprove Somewhat,2,6,5,6,2,Frequently,Basic rights and freedoms can be restricted when it comes to security,Under no circumstances should basic rights and freedoms be restricted
1408,25,1,9,4,3,6,6,4,2,,1,1,7,7,2,4,1,2,1,3,Gujarat,Agree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 1,Support somewhat,Support somewhat,Respect for Elders,Obedience,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 2,,5,5,6,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,1,2,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,4=Approve Strongly,1,4,1,1,1,Frequently,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1409,27,1,1,2,3,1,6,1,2,,1,2,1,1,2,1,3,3,2,3,Bihar,Agree,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 1,Indifferent,Indifferent,Respect for Elders,Self-Reliance,To be well-behaved,To have curiosity,Neither agree nor disagree,Experiment 4 - Treatment 2,,5,6,2,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,1,1,India can’t be too careful,Not so superior,The judicial system should be directly supervised by the duly elected government in office,3=Approve Somewhat,3=Approve Somewhat,6,7,7,1,1,Rarely,Under no circumstances should basic rights and freedoms be restricted,Basic rights and freedoms can be limited when it comes to economic development
1410,31,1,4,5,2,6,6,1,1,0,,1,4,5,1,3,2,4,2,1,Karnataka,Strongly agree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 4,Support somewhat,Support somewhat,Independence,Self-Reliance,To be considerate,To have curiosity,Strongly agree,Experiment 4 - Treatment 2,,5,4,4,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,5,5,India can trust other nations,Very superior,The judicial system should be directly supervised by the duly elected government in office,3=Approve Somewhat,3=Approve Somewhat,4,5,5,5,5,Frequently,Basic rights and freedoms can be restricted when it comes to security,Under no circumstances should basic rights and freedoms be restricted
1411,41,1,3,4,1,1,1,2,1,0,,2,3,3,1,3,1,3,2,1,Tamil Nadu,Strongly agree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 1,Strongly support,Strongly support,Respect for Elders,Obedience,To be well-behaved,To have good manners,Strongly disagree,Experiment 4 - Treatment 2,,7,7,3,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,7,2,India can trust other nations,Not so superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,3=Approve Somewhat,1,2,1,1,2,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1412,20,1,4,5,7,6,6,2,2,,0,2,4,2,4,3,2,2,1,4,Rajasthan,Agree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 5,Strongly  oppose,Somewhat oppose,Respect for Elders,Self-Reliance,To be considerate,To have curiosity,Agree,Experiment 4 - Treatment 1,,6,3,3,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,3,6,India can trust other nations,Not so superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,2,4,4,1,2,Rarely,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1413,32,1,3,5,1,1,6,1,1,1,,2,7,6,1,1,1,4,1,1,Haryana,Strongly agree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 3,Strongly support,Strongly support,Respect for Elders,Obedience,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 1,,6,6,6,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,6,6,India can trust other nations,Very superior,The judicial system should be directly supervised by the duly elected government in office,3=Approve Somewhat,3=Approve Somewhat,6,6,6,3,3,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1415,52,2,10,7,8,1,5,2,1,1,,2,6,8,1,1,2,2,2,2,Karnataka,Neither agree nor disagree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 5,Indifferent,Indifferent,Respect for Elders,Self-Reliance,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 1,,6,5,5,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,4,4,India can’t be too careful,Very superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,5,5,1,3,1,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1416,40,2,4,4,5,1,6,1,1,1,,2,7,10,1,1,1,3,1,2,Rajasthan,Strongly disagree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 6,Strongly  oppose,Strongly  oppose,Respect for Elders,Self-Reliance,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 2,,5,5,5,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,7,1,India can’t be too careful,Very superior,The judicial system should be free from any political interference from governments and parliament,1= Disapprove strongly,3=Approve Somewhat,1,1,1,1,1,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1417,45,1,3,4,1,1,5,1,1,1,,2,2,2,1,1,2,2,2,3,Gujarat,Neither agree nor disagree,Checked,Unchecked,Unchecked,Checked,Unchecked,Experiment 3 - Treatment 5,Indifferent,Indifferent,Respect for Elders,Self-Reliance,To be considerate,To have curiosity,Neither agree nor disagree,Experiment 4 - Treatment 1,,1,4,1,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,2,7,India can’t be too careful,Not so superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,3=Approve Somewhat,3,3,3,1,4,Sometimes,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1418,22,1,5,5,4,6,6,2,1,1,,1,5,4,1,3,2,3,2,2,Madhya Pradesh,Agree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 3,Support somewhat,Support somewhat,Independence,Obedience,To be well-behaved,To have curiosity,Agree,Experiment 4 - Treatment 1,,3,2,4,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,3,3,India can trust other nations,Very superior,The judicial system should be directly supervised by the duly elected government in office,1= Disapprove strongly,3=Approve Somewhat,3,2,3,3,2,Sometimes,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1419,19,1,1,4,6,6,6,4,2,,0,2,7,6,2,1,1,2,2,2,Uttar Pradesh,Neither agree nor disagree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 5,Indifferent,Indifferent,Respect for Elders,Obedience,To be well-behaved,To have good manners,Neither agree nor disagree,Experiment 4 - Treatment 2,,7,7,4,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,1,7,India can trust other nations,Not so superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,3=Approve Somewhat,1,1,7,1,1,Frequently,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1420,35,1,3,5,2,6,6,2,1,1,,2,6,9,2,1,1,1,1,1,Gujarat,Agree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 1,Indifferent,Support somewhat,Independence,Self-Reliance,To be considerate,To have curiosity,Agree,Experiment 4 - Treatment 1,,6,7,6,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,7,7,India can trust other nations,Vastly superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,3=Approve Somewhat,6,7,6,7,6,Rarely,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1421,44,2,5,5,4,1,5,1,2,,1,1,7,9,1,4,1,1,1,1,Rajasthan,Agree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 4,Support somewhat,Strongly support,Respect for Elders,Obedience,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 1,,7,7,7,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,6,6,India can trust other nations,Vastly superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,3=Approve Somewhat,7,7,6,6,7,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1428,40,1,4,4,3,1,6,1,2,,1,2,5,8,1,2,1,2,2,1,Uttar Pradesh,Disagree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 4,Somewhat oppose,Strongly  oppose,Respect for Elders,Self-Reliance,To be well-behaved,To have curiosity,Disagree,Experiment 4 - Treatment 1,,6,5,4,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,4,5,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,2=Disapprove Somewhat,2,2,2,3,2,Sometimes,Basic rights and freedoms can be restricted when it comes to security,Under no circumstances should basic rights and freedoms be restricted
1431,55,2,3,4,3,6,6,1,2,,1,1,6,10,1,3,1,4,2,2,West Bengal,Strongly agree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 1,Strongly support,Strongly support,Independence,Obedience,To be considerate,To have curiosity,Agree,Experiment 4 - Treatment 1,,6,5,6,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,5,6,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,1= Disapprove strongly,4=Approve Strongly,5,6,6,7,6,Rarely,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1432,21,2,4,4,2,6,6,1,2,,0,1,7,10,1,3,1,4,2,1,Uttarakhand,Strongly agree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 1,Strongly support,Strongly support,Independence,Self-Reliance,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 2,,6,7,2,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,6,6,India can trust other nations,Vastly superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,4=Approve Strongly,7,7,6,6,6,Frequently,Under no circumstances should basic rights and freedoms be restricted,Basic rights and freedoms can be limited when it comes to economic development
1433,21,2,2,1,1,6,6,2,2,,0,1,3,4,1,1,1,3,1,2,Bihar,Strongly agree,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 1,Indifferent,Support somewhat,Independence,Self-Reliance,To be considerate,To have curiosity,Strongly agree,Experiment 4 - Treatment 1,,4,4,4,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,4,4,India can’t be too careful,Not so superior,The judicial system should be free from any political interference from governments and parliament,1= Disapprove strongly,2=Disapprove Somewhat,4,4,3,4,4,Never,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1434,18,2,10,7,7,6,6,1,2,,0,2,7,5,1,2,3,2,2,1,Assam,Neither agree nor disagree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 3,Strongly  oppose,Support somewhat,Independence,Self-Reliance,To be well-behaved,To have curiosity,Strongly agree,Experiment 4 - Treatment 2,,7,7,4,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,4,4,India can trust other nations,Vastly superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,1,1,1,1,1,Frequently,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1436,40,2,5,5,1,1,6,2,2,,0,1,7,4,2,4,1,2,2,2,Gujarat,Agree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 3,Somewhat oppose,Support somewhat,Independence,Self-Reliance,To be considerate,To have curiosity,Strongly agree,Experiment 4 - Treatment 1,,5,2,5,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,4,5,India can trust other nations,Vastly superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,5,3,3,3,3,Frequently,Under no circumstances should basic rights and freedoms be restricted,Basic rights and freedoms can be limited when it comes to economic development
1437,33,2,2,4,3,1,6,1,1,0,,2,6,5,1,1,2,2,2,2,Uttarakhand,Disagree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 2,Indifferent,Indifferent,Respect for Elders,Self-Reliance,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 1,,4,5,5,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,4,5,India can’t be too careful,Very superior,The judicial system should be directly supervised by the duly elected government in office,2=Disapprove Somewhat,3=Approve Somewhat,5,4,2,3,4,Frequently,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1439,19,2,2,4,6,6,7,3,2,,1,2,7,8,1,3,1,1,2,1,Uttar Pradesh,Strongly disagree,Unchecked,Checked,Unchecked,Unchecked,Checked,Experiment 3 - Treatment 5,Strongly support,Strongly support,Independence,Self-Reliance,To be considerate,To have curiosity,Neither agree nor disagree,Experiment 4 - Treatment 1,,6,2,2,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,4,7,India can’t be too careful,Not so superior,The judicial system should be directly supervised by the duly elected government in office,3=Approve Somewhat,3=Approve Somewhat,7,2,2,2,2,Frequently,Under no circumstances should basic rights and freedoms be restricted,Basic rights and freedoms can be limited when it comes to economic development
1440,31,2,10,6,5,1,6,2,1,1,,1,6,5,3,2,3,2,2,3,Haryana,Disagree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 6,Support somewhat,Indifferent,Respect for Elders,Self-Reliance,To be considerate,To have good manners,Agree,Experiment 4 - Treatment 2,,6,2,4,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,4,2,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,2=Disapprove Somewhat,2=Disapprove Somewhat,1,2,1,1,1,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1441,29,2,4,5,2,1,6,1,2,,1,2,5,5,3,2,3,2,2,3,Haryana,Disagree,Unchecked,Checked,Unchecked,Unchecked,Checked,Experiment 3 - Treatment 5,Support somewhat,Support somewhat,Respect for Elders,Self-Reliance,To be considerate,To have good manners,Agree,Experiment 4 - Treatment 2,,4,7,3,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,2,3,India can trust other nations,Not so superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,1= Disapprove strongly,2,2,1,3,1,Frequently,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1442,53,1,4,4,3,1,6,1,2,,1,2,7,10,1,2,1,1,2,1,Punjab,Strongly disagree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 4,Strongly  oppose,Strongly  oppose,Respect for Elders,Obedience,To be well-behaved,To have good manners,Strongly disagree,Experiment 4 - Treatment 2,,7,1,1,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,1,7,India can trust other nations,Vastly superior,The judicial system should be free from any political interference from governments and parliament,1= Disapprove strongly,1= Disapprove strongly,1,1,1,1,1,Frequently,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1445,19,2,1,2,4,2,6,1,2,,0,1,4,5,3,2,2,3,2,3,Madhya Pradesh,Strongly disagree,Unchecked,Unchecked,Checked,Unchecked,Checked,Experiment 3 - Treatment 1,Indifferent,Indifferent,Respect for Elders,Self-Reliance,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 1,,3,3,7,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,4,2,India can’t be too careful,Very superior,The judicial system should be free from any political interference from governments and parliament,2=Disapprove Somewhat,2=Disapprove Somewhat,4,4,4,4,4,Rarely,Under no circumstances should basic rights and freedoms be restricted,Basic rights and freedoms can be limited when it comes to economic development
1449,40,1,4,4,3,6,6,1,2,,1,1,7,10,1,3,1,1,1,1,Gujarat,Strongly agree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 1,Strongly support,Strongly support,Independence,Self-Reliance,To be considerate,To have good manners,Strongly agree,Experiment 4 - Treatment 1,,7,7,7,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,7,7,India can’t be too careful,Vastly superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,4=Approve Strongly,7,7,7,7,7,Frequently,Basic rights and freedoms can be restricted when it comes to security,Under no circumstances should basic rights and freedoms be restricted
1450,40,2,3,3,1,1,6,1,1,1,,2,4,5,1,1,4,1,1,2,Jharkhand,Strongly agree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 2,Support somewhat,Strongly support,Independence,Obedience,To be well-behaved,To have curiosity,Agree,Experiment 4 - Treatment 1,,5,5,4,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,5,7,India can trust other nations,Vastly superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,4=Approve Strongly,4,5,2,6,6,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
